seq,rtt_ms,status,timestamp
585,57.753,OK,1770975836.911532
586,57.375,OK,1770975836.971290
587,58.207,OK,1770975837.031415
588,59.137,OK,1770975837.092459
589,57.961,OK,1770975837.152516
590,55.807,OK,1770975837.210539
591,58.707,OK,1770975837.271536
592,57.607,OK,1770975837.331490
593,57.830,OK,1770975837.391556
594,56.853,OK,1770975837.450673
595,58.507,OK,1770975837.511554
596,56.567,OK,1770975837.570379
597,58.874,OK,1770975837.631340
598,56.888,OK,1770975837.690613
599,64.493,OK,1770975837.757510
600,71.526,OK,1770975837.832537
601,55.532,OK,1770975837.891536
602,57.868,OK,1770975837.951687
603,56.539,OK,1770975838.010545
604,57.747,OK,1770975838.070535
605,58.447,OK,1770975838.131269
606,58.064,OK,1770975838.191262
607,58.489,OK,1770975838.251695
608,52.858,OK,1770975838.306598
609,62.843,OK,1770975838.371564
610,56.499,OK,1770975838.431565
611,56.534,OK,1770975838.490537
612,58.662,OK,1770975838.551467
613,57.778,OK,1770975838.611584
614,57.389,OK,1770975838.671329
615,56.909,OK,1770975838.730323
616,58.923,OK,1770975838.791309
617,57.439,OK,1770975838.850753
618,58.378,OK,1770975838.911615
619,58.469,OK,1770975838.972551
620,57.578,OK,1770975839.032579
621,56.489,OK,1770975839.091506
622,57.745,OK,1770975839.151584
623,56.850,OK,1770975839.210774
624,58.315,OK,1770975839.271601
625,56.812,OK,1770975839.330819
626,58.947,OK,1770975839.391524
627,56.813,OK,1770975839.450574
628,59.296,OK,1770975839.512538
629,56.673,OK,1770975839.571512
630,58.830,OK,1770975839.632640
631,75.791,OK,1770975839.710704
632,57.263,OK,1770975839.771528
633,56.737,OK,1770975839.830521
634,58.509,OK,1770975839.891365
635,58.192,OK,1770975839.951366
636,58.318,OK,1770975840.011685
637,56.269,OK,1770975840.070322
638,59.164,OK,1770975840.131532
639,56.848,OK,1770975840.190658
640,46.597,OK,1770975840.239631
641,68.717,OK,1770975840.310571
642,56.500,OK,1770975840.370569
643,59.620,OK,1770975840.432547
644,55.224,OK,1770975840.490247
645,58.291,OK,1770975840.550441
646,58.027,OK,1770975840.610549
647,58.450,OK,1770975840.671263
648,58.168,OK,1770975840.731507
649,57.007,OK,1770975840.790700
650,57.482,OK,1770975840.850581
651,57.747,OK,1770975840.910578
652,57.553,OK,1770975840.970525
653,65.528,OK,1770975841.038329
654,50.013,OK,1770975841.091393
655,58.259,OK,1770975841.151576
656,57.613,OK,1770975841.211588
657,63.776,OK,1770975841.277549
658,70.321,OK,1770975841.351687
